39476  #SUP: 1 #UTIL: 39
3338 34161 15455 10854 31770 39319 1206 25538 16917 8321 39420 5644 39432  #SUP: 1 #UTIL: 3707
9665 24178 29198 10166 4348 7855 4350 14257 14836 5299 28357  #SUP: 1 #UTIL: 3707
31876 31885 12278 39686 39634 5018 3563 3581 3526 1782 13730 39430  #SUP: 1 #UTIL: 3708
5804 4481 5807 5067 6412 20395 14524 5165 39515 16975  #SUP: 1 #UTIL: 3711
1378  #SUP: 3 #UTIL: 1107
1378 24326 14768 30603  #SUP: 1 #UTIL: 998
1378 28538 21738 16977  #SUP: 1 #UTIL: 1632
1378 16681 21893  #SUP: 1 #UTIL: 1084
14174 43733 5697 10985 43852 41727 44129 39634 10987 21286 39429 2190 16977  #SUP: 1 #UTIL: 3714
33557  #SUP: 3 #UTIL: 836
33557 28551 31049 12255 39419 39430  #SUP: 1 #UTIL: 1494
33557 39682  #SUP: 1 #UTIL: 718
21434 32094 33789 43762 34030 10582 43478 43492 12415 2413 43636  #SUP: 1 #UTIL: 3716
22446  #SUP: 2 #UTIL: 1050
22446 20097 22484 22482 8157 2646 29469 9039 9205 21736  #SUP: 1 #UTIL: 2988
22446 21030  #SUP: 1 #UTIL: 728
30042 42035 3976 2911 13992 25262 7470 27749 5667  #SUP: 1 #UTIL: 3722
12437 13752 28534 12416 5182 39420 39429 39359 39684 16977  #SUP: 1 #UTIL: 3723
7339  #SUP: 2 #UTIL: 478
7339 21517 21354 12270 11937 12280 15260 21347 14974  #SUP: 1 #UTIL: 3207
7339 22888 5666  #SUP: 1 #UTIL: 517
671 22574 18210 2673 15458 12457 44579 12464 13931 10977 16985 16967  #SUP: 1 #UTIL: 3726
4631 8749 40189 38641 14336 12879 40934 21108 6767 28532 4372 20130 28535 39609 21308 39452 16967  #SUP: 1 #UTIL: 3727
10798 21337 22036 22083 3525 13716 21297 21308 13734 3482  #SUP: 1 #UTIL: 3730
37533  #SUP: 2 #UTIL: 1538
37533 36203  #SUP: 1 #UTIL: 1168
5705  #SUP: 4 #UTIL: 545
5705 4930 22750 11768 631 31869 630 11780 11783  #SUP: 1 #UTIL: 1834
5705 27501 27506 27504  #SUP: 1 #UTIL: 796
19015 4037 7282 4538 26160 39479 31025 39690 39318 39371 39684 13743  #SUP: 1 #UTIL: 3738
26920 15248 15273 15274 15272 12287 23195 12410 12411 12406  #SUP: 1 #UTIL: 3738
41475 17482 11248 17480 17477 6728 11936 12216 18789 18781 44522 16975  #SUP: 1 #UTIL: 3743
24085 28466 40157 18705 11481 12335 19772 12289 21755 11882 33529 9201 43855 1815 21736 16977  #SUP: 1 #UTIL: 3744
39596 3587 27706 32334 39190 22768 31184 15072 26630 9124 19047 21759 15464 39191 39435  #SUP: 1 #UTIL: 3744
2861 14715 13628 21030 46085 15310 8092 14582 1785 13914 12722 16975  #SUP: 1 #UTIL: 3745
39704  #SUP: 2 #UTIL: 358
887 42392 5716 14172 12206 12249 8955 1972 16968 5634 26149  #SUP: 1 #UTIL: 3749
1565 16594 16645 33317 840 37513 7831 14906  #SUP: 1 #UTIL: 3753
33752  #SUP: 2 #UTIL: 338
33752 24359 21214 39420 1760  #SUP: 1 #UTIL: 1955
33752 2009 12265 15985 31175 39684 16967  #SUP: 1 #UTIL: 1803
9618 32066 32453 32460 9544 14317 15428 12862 14312 15217  #SUP: 1 #UTIL: 3760
36504 21819 43759 43875 43736 43520 24009 21778 28440 43749 1770 26631 39587 44129 13478 12266 39333 39388  #SUP: 1 #UTIL: 3760
40231 31219 2920 14729 14751 14721 14722 14720 18766 4936 14540 10977 16977  #SUP: 1 #UTIL: 3763
45139 16188 11738 5502 4854 4856 4018 16258 16980 5164 39437 4972  #SUP: 1 #UTIL: 3764
6785 38835 19906 29473 7257 19897 6322 8708 16350 6199 12275 19917 6446 25409 24521 9201  #SUP: 1 #UTIL: 3769
34458  #SUP: 2 #UTIL: 1238
34458 35163  #SUP: 1 #UTIL: 1258
43821  #SUP: 2 #UTIL: 114
43821 44732 8345 44469 39191 39587 39419 39684  #SUP: 1 #UTIL: 1164
43821 30674 39635 4538 13898 1847 39434 28537 4972 16975 16977 16967  #SUP: 1 #UTIL: 2611
19412 19444 40274 28411 35180 42254 28404 7220 35136 15343 25479 42212 1834  #SUP: 1 #UTIL: 3777
211  #SUP: 2 #UTIL: 358
5136 22580 15715 16931 7527 46046 3576 16894 8656 36053 9205 16967  #SUP: 1 #UTIL: 3780
26589 12208 4233 20482 8995 43499 8993 10989 9012 9121 10985 16292 28535 39617 39481 21736 16975 16967  #SUP: 1 #UTIL: 3782
1822 4129 4504 2197 4514 4144 2312 12155 1816 2209 12328 4491 3817  #SUP: 1 #UTIL: 3784
8035 4524 6487 4531 34472 6492  #SUP: 1 #UTIL: 3784
12082 12239 44224 23184 799  #SUP: 1 #UTIL: 3784
41796  #SUP: 3 #UTIL: 796
41796 31013 19203  #SUP: 1 #UTIL: 787
41796 26934 43186 43350 39256 39688  #SUP: 1 #UTIL: 2600
45770  #SUP: 2 #UTIL: 897
45770 24092 43408 729 3510 21736 5666  #SUP: 1 #UTIL: 1406
45770 25397 26166 23827 39470 39442 39396 43855  #SUP: 1 #UTIL: 2384
24610 38339 12771 12554 22055 29998 14748 18788 43765 39527 16978  #SUP: 1 #UTIL: 3791
29738  #SUP: 3 #UTIL: 1497
29738 33860  #SUP: 1 #UTIL: 1298
29738 13715 21308  #SUP: 1 #UTIL: 1197
5516 34141 7534 18412 22982  #SUP: 1 #UTIL: 3794
33962  #SUP: 2 #UTIL: 1118
33962 30661  #SUP: 1 #UTIL: 668
33962 12968 12969 45992 21841 39191 31529 22888 16967  #SUP: 1 #UTIL: 3126
35828 35826 20090 10607 14307 29071 10537 10603 14839 39434  #SUP: 1 #UTIL: 3801
12439 35157 14739 19077 7589 9445 2295 1784 1833 16986 39365 39610 16978 39430 13743  #SUP: 1 #UTIL: 3802
41985 6352 3361 9116 10747 9115 1833 21779 39687  #SUP: 1 #UTIL: 3802
2848 8100 2235 2736 2241 2018 8092 729 13718 43803 13743 16967  #SUP: 1 #UTIL: 3803
21489  #SUP: 2 #UTIL: 258
31013  #SUP: 3 #UTIL: 1197
33049 43844 2382 3344 5085 16947 32905 3232 18917 39241 39285 4389 3900 729 13730 13743  #SUP: 1 #UTIL: 3809
7318 12189 15748 31543 4910 19835 43464 22903 44129 44037  #SUP: 1 #UTIL: 3810
28988 10377 24380 26098 20446 10358 8326 5701 22907 39515 39681 39359  #SUP: 1 #UTIL: 3812
379 5779 29312 33341 37792 5774 20842 31869  #SUP: 1 #UTIL: 3814
16725  #SUP: 2 #UTIL: 538
150 20628 20546 4417 15662 15784 21729 2843 12713 21301 10771 5666 21738  #SUP: 1 #UTIL: 3815
32234  #SUP: 2 #UTIL: 198
28002 23742 23750 23749 8200 8199 18766 21259 18354 16985  #SUP: 1 #UTIL: 3818
32515 3246 35112 10102 8345 8333 10103 20113 13898 31712 31735 43500 43408 39388  #SUP: 1 #UTIL: 3818
1282 35330 18319 4430 27273 21343 8188 8186 39334 21297 13730  #SUP: 1 #UTIL: 3819
32240  #SUP: 2 #UTIL: 198
32240 22646 12176 10736 28357 18641 12255  #SUP: 1 #UTIL: 3030
24282 16979  #SUP: 2 #UTIL: 1168
30765  #SUP: 3 #UTIL: 807
30765 44025 44251 16118 6547 5644  #SUP: 1 #UTIL: 1022
3299 44810 21574 22393 4551 13724 22395 22398 13722 44320 22387 44386 16980  #SUP: 1 #UTIL: 3828
34044 16119 16192 8332 35986 8964 16122 5651 7558 523 10984 5163 5746 5666  #SUP: 1 #UTIL: 3828
31719 30581 24148 24147 1890 16893 15977 12844 10890 22888 13743 16967  #SUP: 1 #UTIL: 3831
3749 18684 4032 6243 5740 11443 11445 46085 44522 3057 3992 21738 16967  #SUP: 1 #UTIL: 3832
40266 40267 45252 45240 41596 43184 45243 42880 7219 16166 44988  #SUP: 1 #UTIL: 3832
31258 18634 16962 21969 6829 31513 14523 4879 2207 21793 39511 26148 14525 1787 39359  #SUP: 1 #UTIL: 3834
22096 28401 22080 3003 3492 28385 7487 4875 26631 31049 9198 39256 2972 630 9205 32365 16977 16967  #SUP: 1 #UTIL: 3836
6735 42748 42751 24974 16316 14255 19056 16325 19038 3614 729 21850 21893  #SUP: 1 #UTIL: 3837
28308  #SUP: 2 #UTIL: 1356
28308 5751 28409 13040 21997 21996  #SUP: 1 #UTIL: 1804
28308 28310  #SUP: 1 #UTIL: 2034
40457 42326 45840 11882 22896 5645  #SUP: 1 #UTIL: 3838
19238 1496 5113 20466 33910 16834 44037 39334 2187 5166  #SUP: 1 #UTIL: 3840
32100  #SUP: 2 #UTIL: 378
32100 27403 11329 34951 1758 39640 39419  #SUP: 1 #UTIL: 2173
32100 16979 39688 16977  #SUP: 1 #UTIL: 1668
1261 13170 29200 3230 13931 16237 16967  #SUP: 1 #UTIL: 3842
20593 29371 24427 31901 31058 16244 11925 40616 5450  #SUP: 1 #UTIL: 3846
19883 20124 37058 21293 20456 43575 22903 39612 16254 39453 14054 21735 39432 16975 16967  #SUP: 1 #UTIL: 3849
36870  #SUP: 2 #UTIL: 398
31011  #SUP: 2 #UTIL: 500
31011 8006 22569 20046 2264 15260 16526 16969 39289  #SUP: 1 #UTIL: 3401
31011 16900  #SUP: 1 #UTIL: 449
18675 27701 3185 2073 39688  #SUP: 1 #UTIL: 3853
24942 31136 22791 44733 16904 3525 39687 12266 3526 16985 32365 21738  #SUP: 1 #UTIL: 3853
10332  #SUP: 3 #UTIL: 350
10332 10353 10367  #SUP: 2 #UTIL: 350
10332 10353 10367 10328 4204 10350 10329 4244 22901 11844 11824 11783 39684  #SUP: 1 #UTIL: 1286
10332 4235 10309 10322 10370 10314 10320  #SUP: 1 #UTIL: 1118
22281 9229 22799 16294 12589 26160 37308 16300 9218 14525  #SUP: 1 #UTIL: 3857
12010  #SUP: 2 #UTIL: 1356
44012  #SUP: 2 #UTIL: 306
44012 44004 1756  #SUP: 1 #UTIL: 1787
24160  #SUP: 2 #UTIL: 600
34968  #SUP: 2 #UTIL: 998
34968 3301 34983 20158 21297  #SUP: 1 #UTIL: 2065
2482 16354 40012 26157 25557 26149 13743  #SUP: 1 #UTIL: 3864
11962 34111 30503 29661 5648 36234 36200  #SUP: 1 #UTIL: 3866
5052 6263 6266 20963 3228 13859 6170 6168 20959 8356 22394 22390 12267 495 22387 2152 9421 12011 16129 14346  #SUP: 1 #UTIL: 3868
5575  #SUP: 2 #UTIL: 178
5575 7220 16991 10995 3606 31301 7221 9113 9121 26153 16981 16985 22888  #SUP: 1 #UTIL: 3100
17556  #SUP: 2 #UTIL: 998
17556 25286 37708 3304 29298 21320 2051 22896 822 16977  #SUP: 1 #UTIL: 2782
17556 31231  #SUP: 1 #UTIL: 1088
29811 29815 29816 39200 39687  #SUP: 1 #UTIL: 3870
38678 38969 11509 34982 39688  #SUP: 1 #UTIL: 3871
14912  #SUP: 2 #UTIL: 778
30688  #SUP: 2 #UTIL: 178
38671 38668 32280 32292 32224 38664 5650 39419  #SUP: 1 #UTIL: 3873
39382 39451 39323 39629 39434 39171  #SUP: 1 #UTIL: 3873
32290 32266 20320 32265 12527 12530 28420 12525 12523 41519 12521 12522 11768  #SUP: 1 #UTIL: 3874
15121  #SUP: 2 #UTIL: 597
15121 29135 39684 16977  #SUP: 1 #UTIL: 938
31675 46062 21227 43875 24299 24294 10482 13722 15222 32896 8048 10749 28540 13695 1762 16980 39333 39684  #SUP: 1 #UTIL: 3875
11121 11117 7433 15421 7435 22759 11118 7430 22760 14502 39684  #SUP: 1 #UTIL: 3880
12056 6829 43913 39333  #SUP: 1 #UTIL: 3881
17195 29198 33760 8661 8668 4373 8252 22039 43551 43636  #SUP: 1 #UTIL: 3881
1665  #SUP: 2 #UTIL: 598
5390 42586 30674 21198 21936 22018 22105 3561 39289 39432  #SUP: 1 #UTIL: 3884
7514 24177 37260 34352 40911 7461 41592 7511 4022 39683 16881  #SUP: 1 #UTIL: 3885
18480 27280 525 7805 20393 20395 12408 7314 5634 21738  #SUP: 1 #UTIL: 3887
33741 22433 33960 6154 8945 37511 6159 6874 6170 6158 6074 27060 5685 28442  #SUP: 1 #UTIL: 3887
37757  #SUP: 2 #UTIL: 78
2326 18524 15349 2191 12285 12221 16976  #SUP: 1 #UTIL: 3892
16382 19705 16381 15786 11126 15705 15800 26207 6811 13732 37236 11362 22109  #SUP: 1 #UTIL: 3892
17271 28695 4936 39138 16977  #SUP: 1 #UTIL: 3892
7783 19507 12662 7784 8006 20034 13715 11632 5667  #SUP: 1 #UTIL: 3895
962 12583 24426 35010 10369 10331 10350 7617 10373 15694  #SUP: 1 #UTIL: 3899
27674 7437 21873 43442 7474 7487 21680 7490 43462 2966 9088 11632 3482  #SUP: 1 #UTIL: 3900
23867 43351 4430 25477 43743 13967 24460 25479 16238 16268 11925 44137 40616 7296 39333 21015  #SUP: 1 #UTIL: 3903
9485  #SUP: 2 #UTIL: 398
9485 43908 11768 15108  #SUP: 1 #UTIL: 2483
9485 8347 1760 39419  #SUP: 1 #UTIL: 1422
20531  #SUP: 2 #UTIL: 258
20531 34952 35154 14532 5300 14535 14533 14526 21850  #SUP: 1 #UTIL: 2019
23041 42261 14405 21803 9089 9423 31046 39511 12215 16881  #SUP: 1 #UTIL: 3905
32129  #SUP: 2 #UTIL: 378
32129 32108 2068 30280 22018 22126 22359 21736  #SUP: 1 #UTIL: 3094
34109 14040 45585 4821 45568 31931 14005 4811 14621 36120 39688  #SUP: 1 #UTIL: 3909
29155  #SUP: 2 #UTIL: 518
29155 27983 3569 13750 3560  #SUP: 1 #UTIL: 1581
29155 42256 3367 39417 41184 39688  #SUP: 1 #UTIL: 2329
30837 5680 16480 8636 15887 18802 15889 4718 1758 9039 28442 5666  #SUP: 1 #UTIL: 3910
5491 7828 31547 4297 15006  #SUP: 1 #UTIL: 3915
35934 35935 34371 14763 14755 14752 8183 14758 12259 13683 43500 16883 39359 39388  #SUP: 1 #UTIL: 3915
3685 44493 27646 21972 7361 13431 21971 8197 13979 6443 31047 26625 43500 14054 39396  #SUP: 1 #UTIL: 3917
15183 43522 4028 43596 26500 30587 8111 22831 5301 28535 5634 16967  #SUP: 1 #UTIL: 3921
1879  #SUP: 2 #UTIL: 158
1879 1924 2018  #SUP: 1 #UTIL: 507
1879 4154 27058 5684 27059 18562 5166 16975 16967  #SUP: 1 #UTIL: 3415
11958  #SUP: 4 #UTIL: 1516
11958 35351 6022 1760  #SUP: 1 #UTIL: 1292
11958 12032 5666 16975  #SUP: 1 #UTIL: 1873
30932 32485 8331 27647 11752 18617 9430 12456 15422 13869 17121 16982 36203  #SUP: 1 #UTIL: 3924
10847  #SUP: 4 #UTIL: 100
10847 10849 39256  #SUP: 1 #UTIL: 97
28388 31041 15536 22321 12626 15581 14839 476 19763 4511 10747 9073 21006 21015  #SUP: 1 #UTIL: 3927
253 12465 7358 15575 39685 24460 16253 16268 14052 14537 21850  #SUP: 1 #UTIL: 3932
35084 15580 15563 15584 53 16165 44497 21736  #SUP: 1 #UTIL: 3934
24794 16185 8089 2736 8065 39451 9113 31044 39420 9115 43506  #SUP: 1 #UTIL: 3937
39293 16253 14042 5344 16254 14054 5090 43804  #SUP: 1 #UTIL: 3937
5984 21026 12016 3590 9421 12416 8058 39206 7293 7314 21736 16975  #SUP: 1 #UTIL: 3939
20759 10749  #SUP: 2 #UTIL: 836
2650 23071 26512 7582 7581 16984 28705 10502 18243 20041 15352  #SUP: 1 #UTIL: 3946
5810 39648 11100 22600 11127 13752 28445 15838 5182 39587 1760 39430  #SUP: 1 #UTIL: 3947
36862 40169 13960 8371 20258 8369 10961 12244 36204 36305 36202 5634  #SUP: 1 #UTIL: 3948
2046 2047 8282 4071 12736 14734 43418 16911 39434 13746 21738 16977  #SUP: 1 #UTIL: 3952
16764 33872 20538 10489 14171 17025 1803 16907 12244 1801 2976 13914 16981 8159 39437 632 36053 11844 11780 39684 39388 13743  #SUP: 1 #UTIL: 3952
35344  #SUP: 3 #UTIL: 897
35344 8758 5451  #SUP: 1 #UTIL: 648
35344 16143 28445 39684  #SUP: 1 #UTIL: 688
18866 22010 18869 12183 1821 16302 3756 39454 39452 39435 39430 21015 16967  #SUP: 1 #UTIL: 3953
10609  #SUP: 2 #UTIL: 297
10609 5112 8140 5122 4407 21957 46066 24478 21873 4103 28360 3195 3764 16292 13749 39419 16978 21015  #SUP: 1 #UTIL: 3659
12786 17256 39905 17258 14753 14761 14718 14757 14751 14758 31705 8987 21286 13730 21736  #SUP: 1 #UTIL: 3960
34201  #SUP: 2 #UTIL: 1497
3821 4993 3840 37313 39447 12768 1787 28442 39419 13746 39435 26149 39388 16967  #SUP: 1 #UTIL: 3963
266 11457 18977 18978 25781 27906 34319 35245 42705 40785 22698 12504 25262 23317  #SUP: 1 #UTIL: 3965
32131  #SUP: 3 #UTIL: 297
33973  #SUP: 2 #UTIL: 1058
33973 8323 21039 28561  #SUP: 1 #UTIL: 1262
3633 21902 9153 3912 10749 26152 16885 10481  #SUP: 1 #UTIL: 3972
20136 32564 28045 21413 43502 7294 43884 43504 4100 43500 16883 39359 39610 39388 21015 13743  #SUP: 1 #UTIL: 3972
28151 5666  #SUP: 2 #UTIL: 956
28151 5666 6950 6952 6954 7037 7036 5684 12343 31529 5667 12255  #SUP: 1 #UTIL: 2305
28151 5666 32265 18864 4104 13733 4099 21015  #SUP: 1 #UTIL: 1669
30671 4112 30677 21276 21857 4900 4399 3658 26152 31490 9105 1852 7314 39617 39452 13730 16978 5666 16967  #SUP: 1 #UTIL: 3975
5254 31095 4919 14507 16988 22903 31542 14533 43636 19664  #SUP: 1 #UTIL: 3976
33833  #SUP: 2 #UTIL: 1058
33833 34952 8535  #SUP: 1 #UTIL: 1087
1630 44087 2074 4453  #SUP: 1 #UTIL: 3977
16342 37629 37630 5480 19905 17204 31735 1789 39430  #SUP: 1 #UTIL: 3979
36524  #SUP: 2 #UTIL: 218
36524 36201 13982  #SUP: 1 #UTIL: 677
12828 17024 6909 43190 15268 6913 6911 15264 41117 2298 16236 16254 3761 3756 21850 21893  #SUP: 1 #UTIL: 3981
15106 12270 21019 21663 26630 15426 23124 21906 43499 22039 21940 21876 12221 16978  #SUP: 1 #UTIL: 3981
14573 29987 4697 3124 4839 39611 3493 3561 3578 3991 4469 39373 13750  #SUP: 1 #UTIL: 3982
24901 25015 34147 20683 32126 5209 3283 20869 3584 21281 24337 9434 39290 10731 1801  #SUP: 1 #UTIL: 3982
29525 21252 6403 12510 20181 20180 16283 23688 3815 21253 20465 42290 1781 16981 21015 16967  #SUP: 1 #UTIL: 3983
2345 2346 2347  #SUP: 2 #UTIL: 1494
2345 2346 2347 19836 31143 19670 6547 39138  #SUP: 1 #UTIL: 2520
21561 21544 21305 1865 21550 17568 17580 36203 39688  #SUP: 1 #UTIL: 3984
13809 2068 2250 7558 15108 16985 13743 16977  #SUP: 1 #UTIL: 3987
37299  #SUP: 2 #UTIL: 398
37299 43913 21286 39681  #SUP: 1 #UTIL: 1205
10043 44732 11179 43442 21310 38612 26163 36202 39610 39435 26149  #SUP: 1 #UTIL: 3990
9132 24709 2564 2015 38673 5723 9080 1784 9088 5166 13743  #SUP: 1 #UTIL: 3992
5255  #SUP: 2 #UTIL: 1198
5255 2948 2843 2231 17085 8654  #SUP: 1 #UTIL: 1905
23626  #SUP: 2 #UTIL: 798
23626 40914 12291 33908 29685 36200 16976  #SUP: 1 #UTIL: 1700
17640 17644 4892 4372 4891 18562  #SUP: 1 #UTIL: 3996
10065 10067 21295 24002 39333 21308  #SUP: 1 #UTIL: 3997
14104 39327 39635 19038 19037 2181 16879 39488 44130 39415 21006 15451 39640 28535 39617 13730 13743  #SUP: 1 #UTIL: 3998
36107  #SUP: 2 #UTIL: 398
36107 36910 39688  #SUP: 1 #UTIL: 3155
36107 37002 36203  #SUP: 1 #UTIL: 847
20687 13144 9049 5660 39541 28046 8944 8964 39488 27055 39473 8955 16886 6547 39681 13718  #SUP: 1 #UTIL: 4003
17112  #SUP: 2 #UTIL: 358
25110 6976 1310 39102 18679 25109 7038 14467 20060 20648 7037 7040 7041 7039 7033 14842 21258 5644  #SUP: 1 #UTIL: 4008
3301  #SUP: 2 #UTIL: 1317
21373  #SUP: 3 #UTIL: 327
21373 21306 39684  #SUP: 1 #UTIL: 558
21373 15352 13686 10890 13728 12266 39429 16977  #SUP: 1 #UTIL: 2144
21373 39276 39688  #SUP: 1 #UTIL: 1307
39338  #SUP: 2 #UTIL: 411
8835 22099 21874 43873 8642 4968 11133 12462 26153 31532 8598 8599 3566 31529 21738 21015  #SUP: 1 #UTIL: 4013
5754 20821 5307 3114 27400 7829 2391 8624 20456 15070 15349 13478 39437  #SUP: 1 #UTIL: 4021
16370  #SUP: 2 #UTIL: 238
16370 39334 39138  #SUP: 1 #UTIL: 1087
13074 27607 2474 21044 10960 4627 8194 18248 31049 9005 8993 39465 13478 43855 39419 13746 39684 39388 39432 16967  #SUP: 1 #UTIL: 4025
11075 25413 9042 9225 10521 19963 19670 19763 20725 12223 22039 2309 15451 9039 39617  #SUP: 1 #UTIL: 4026
18379  #SUP: 2 #UTIL: 1587
18379 3 20802 16019 18770 39239 18800 39511 39684  #SUP: 1 #UTIL: 2898
6956 6957 6958 6964 6961 14546 6959 6962 6963 1865 40044 6955 1936 39191 43455 16295 39429 39435  #SUP: 1 #UTIL: 4028
17859 18044 17651 44434 43868 31869 2190 22888 11783 5666  #SUP: 1 #UTIL: 4030
31900  #SUP: 3 #UTIL: 495
31900 20216 1833  #SUP: 1 #UTIL: 587
31900 12266  #SUP: 1 #UTIL: 596
12211  #SUP: 4 #UTIL: 396
12211 5127 21029 9016 39634 39419 21736  #SUP: 1 #UTIL: 1696
12211 1890 39189 5746 5668 5666  #SUP: 1 #UTIL: 1166
12211 505 5719 5746 11844 5668 22888 26149 11783  #SUP: 1 #UTIL: 964
12211 5648  #SUP: 1 #UTIL: 208
12211 5746 5668  #SUP: 2 #UTIL: 893
42341 7867 25973 4055 7831 3974 2975 2972 3757 13713 2934  #SUP: 1 #UTIL: 4041
15863 15865 15352 12328 21283 19783 39617 16977  #SUP: 1 #UTIL: 4044
12602 20162 39518 31703 23983 15569 2508 12465 1773 7608 4107 7327 4106 15350 4099 39481 39365 39388 16967  #SUP: 1 #UTIL: 4045
17124  #SUP: 2 #UTIL: 1398
17124 4297 21779  #SUP: 1 #UTIL: 1043
17124 30274 2068 58 41187 1781 16969 16975  #SUP: 1 #UTIL: 3012
27076 16942 20129 2198 43642 2200 31715 2306 36305 16885 16883 7314 7317 21738  #SUP: 1 #UTIL: 4056
44342 9166 17452 631 632  #SUP: 1 #UTIL: 4056
34931  #SUP: 2 #UTIL: 897
34931 28370 21286  #SUP: 1 #UTIL: 707
19741  #SUP: 2 #UTIL: 297
19741 4675 25715 1773 25707 12234 7460 15339 24097 2296 19025 3625 7502 21742 16967  #SUP: 1 #UTIL: 3094
19741 16912 8071 16883 16975  #SUP: 1 #UTIL: 965
2676  #SUP: 2 #UTIL: 718
2676 46045 4615 37287 22356 7427 3909 18641 39587 16911 6192 39448 13731 9162 40128 21286 22889 12255 39393  #SUP: 1 #UTIL: 3384
7986 16977  #SUP: 2 #UTIL: 908
7986 16977 31793 8082 18862 4697 17554 17561 4695 27749  #SUP: 1 #UTIL: 2346
7986 16977 28301 14705 4114 22327 5664 39684  #SUP: 1 #UTIL: 1715
19886 6501 6498 1823 7472 20757 7571 4876  #SUP: 1 #UTIL: 4062
32244  #SUP: 2 #UTIL: 198
32244 21729 3230 21945 15343 21878 39256  #SUP: 1 #UTIL: 1039
45430 45748 43183 41599 29135 39688  #SUP: 1 #UTIL: 4063
29755  #SUP: 2 #UTIL: 438
29755 15724 37274 21548 14610 20165 26628 31714 27364 8955 41727 13727 39435 13743 16967  #SUP: 1 #UTIL: 3540
29755 1793 39333  #SUP: 1 #UTIL: 524
20698 38373 8659 39582 38802 20712 23070 39389 39433  #SUP: 1 #UTIL: 4065
4286  #SUP: 2 #UTIL: 796
40903  #SUP: 2 #UTIL: 998
40903 39545 8041 24344 8063 4909 26161 39511 39473 39466 43804 39393 39388  #SUP: 1 #UTIL: 2503
40903 4133 14804 15339 13883 16869  #SUP: 1 #UTIL: 1564
29187  #SUP: 2 #UTIL: 798
28281 44387 33858 42090 8710 8946 45127 28561 1761 39276 21286 43855  #SUP: 1 #UTIL: 4069
15636  #SUP: 2 #UTIL: 747
15636 12130 5668 5666  #SUP: 1 #UTIL: 3193
15636 12011  #SUP: 1 #UTIL: 877
17305 33866 18596 12690 4779 14822 27 7616 55 4336 16981 21297  #SUP: 1 #UTIL: 4070
22622  #SUP: 2 #UTIL: 278
22622 43600 16369 21297 21308  #SUP: 1 #UTIL: 2584
37150  #SUP: 5 #UTIL: 654
37150 16140 8345 39305 39388  #SUP: 1 #UTIL: 460
37150 16991 21307 21308  #SUP: 1 #UTIL: 1755
37150 39206  #SUP: 1 #UTIL: 909
37150 39334  #SUP: 1 #UTIL: 322
25182 6922 7002 6916 7001 7026 6998 7503 3206 15126 4103 11362 3970 39242 2933 3567  #SUP: 1 #UTIL: 4074
19339 25674 32333 28415 44081 34140 9437 9421  #SUP: 1 #UTIL: 4075
23076 7329 10526 23713 766 10529 22035 12335 43478 12215 39242 14918 7296 13750 13914 14162 43506 22359 13746 39684 21015 13743  #SUP: 1 #UTIL: 4076
22771 13427 8229 2589 14825 29837 21312 36118 39407 13731 43804 43803 39684  #SUP: 1 #UTIL: 4080
28302  #SUP: 3 #UTIL: 1197
28302 22044  #SUP: 1 #UTIL: 748
28302 5668  #SUP: 1 #UTIL: 538
12611 19877 25201 2595 2316 23714 22062 1151 10949 10951 16124 44470 3687 4064 18456 16980  #SUP: 1 #UTIL: 4081
130 39777 21288 39256  #SUP: 1 #UTIL: 4084
64 2472 34398 15478 24908 4349 2690 34948 20015 9434 13878 26148 14525 39454 39359 16978  #SUP: 1 #UTIL: 4089
18258 22931 26762 970 1078 14265 4350 14922 5241 20154 14918 16996  #SUP: 1 #UTIL: 4089
12648 35257 45098 36910 12624 45107 19057 37058 31914 12619 16977  #SUP: 1 #UTIL: 4093
16707 34631 31352 9070 7303 7240 2183 18556 25574 31712 8183 9041 4429 18243 13715 36202  #SUP: 1 #UTIL: 4093
7768  #SUP: 2 #UTIL: 998
7768 4513 16977  #SUP: 1 #UTIL: 1013
14809  #SUP: 2 #UTIL: 698
14809 15224 8329  #SUP: 1 #UTIL: 743
24397 37777 34548 10362 1776 836 31289 1847 28535 39617 39419  #SUP: 1 #UTIL: 4096
44176  #SUP: 3 #UTIL: 1128
44176 4219 44377 4220 31099 39388  #SUP: 1 #UTIL: 1048
44176 21936 22105 21850  #SUP: 1 #UTIL: 1251
44176 1847 1782 16977  #SUP: 1 #UTIL: 1797
8732 19606 20780 22272 2016 4601 4602 37273 4600 10789 14541 16981 1834 630  #SUP: 1 #UTIL: 4099
9282  #SUP: 2 #UTIL: 2312
9282 31913 1769 39393 39684  #SUP: 1 #UTIL: 1514
30513 38544 42560 8604 20087 31179 31172 5640 5637  #SUP: 1 #UTIL: 4101
41958 15209 43623 21306 29618 16912 21759 12511 7558 7571 1787 13718 39684 16977  #SUP: 1 #UTIL: 4102
41926  #SUP: 2 #UTIL: 398
41926 35231  #SUP: 1 #UTIL: 698
2260  #SUP: 2 #UTIL: 398
15792  #SUP: 2 #UTIL: 738
15792 8047 36204  #SUP: 1 #UTIL: 1007
691 20878 20877 20777 20778 10465 12212 1789 1852 12255 16977  #SUP: 1 #UTIL: 4112
16780 32949 1227 32864 2208 6360 2186 37313 2419 2192 21738  #SUP: 1 #UTIL: 4114
24993  #SUP: 4 #UTIL: 396
