1373  #SUP: 25 #UTIL: 25560
1386 1103 1060  #SUP: 1 #UTIL: 1985
1386 620 809 1203  #SUP: 1 #UTIL: 1515
1386 132  #SUP: 2 #UTIL: 2164
1386 354  #SUP: 2 #UTIL: 1781
803  #SUP: 12 #UTIL: 13338
803 1346  #SUP: 1 #UTIL: 1642
803 1479  #SUP: 2 #UTIL: 3333
803 1479 1396 1286 1230  #SUP: 1 #UTIL: 2906
1500  #SUP: 13 #UTIL: 9640
1500 814  #SUP: 3 #UTIL: 4208
1500 1317  #SUP: 2 #UTIL: 2107
1500 690  #SUP: 1 #UTIL: 1011
1162  #SUP: 12 #UTIL: 6195
1162 775 519 1125 76  #SUP: 1 #UTIL: 3890
1381  #SUP: 11 #UTIL: 7595
1381 926  #SUP: 1 #UTIL: 546
1381 1069 499  #SUP: 1 #UTIL: 1983
997  #SUP: 10 #UTIL: 10524
997 1467  #SUP: 1 #UTIL: 2538
484  #SUP: 12 #UTIL: 12376
484 129  #SUP: 1 #UTIL: 1712
1182  #SUP: 12 #UTIL: 4900
1182 739  #SUP: 1 #UTIL: 994
1182 1498 573 1255  #SUP: 1 #UTIL: 2375
558  #SUP: 16 #UTIL: 4080
558 874 630  #SUP: 1 #UTIL: 1516
558 787  #SUP: 2 #UTIL: 1225
558 436 858  #SUP: 1 #UTIL: 1445
667  #SUP: 14 #UTIL: 10906
667 251 977  #SUP: 1 #UTIL: 1779
667 51  #SUP: 2 #UTIL: 2478
667 690  #SUP: 2 #UTIL: 2194
1134  #SUP: 12 #UTIL: 7098
1134 1288 1471 279 345 1128  #SUP: 1 #UTIL: 3135
1134 1105  #SUP: 2 #UTIL: 2569
123  #SUP: 11 #UTIL: 14976
123 516 46 1492  #SUP: 1 #UTIL: 3916
123 1294 595 1072 52  #SUP: 1 #UTIL: 3158
123 479  #SUP: 1 #UTIL: 1797
123 605  #SUP: 1 #UTIL: 2096
123 472  #SUP: 1 #UTIL: 1234
1337  #SUP: 12 #UTIL: 2218
1337 1266  #SUP: 1 #UTIL: 761
1320  #SUP: 11 #UTIL: 8246
1320 1443  #SUP: 1 #UTIL: 1449
1320 1496 583 804 1486  #SUP: 1 #UTIL: 2979
344  #SUP: 13 #UTIL: 8661
344 760 637 621 910 766 294  #SUP: 1 #UTIL: 2812
344 637  #SUP: 2 #UTIL: 1655
344 1286  #SUP: 2 #UTIL: 1998
576  #SUP: 12 #UTIL: 2450
576 692  #SUP: 2 #UTIL: 1350
806  #SUP: 10 #UTIL: 7800
806 436  #SUP: 1 #UTIL: 1346
806 769  #SUP: 1 #UTIL: 1016
780  #SUP: 12 #UTIL: 10792
780 1346 1196 643  #SUP: 1 #UTIL: 3972
780 1156 440  #SUP: 1 #UTIL: 1700
778  #SUP: 12 #UTIL: 10608
778 462  #SUP: 2 #UTIL: 4144
778 462 949  #SUP: 1 #UTIL: 3675
778 385 961 195  #SUP: 1 #UTIL: 1744
1050  #SUP: 13 #UTIL: 5632
1050 202 45 927  #SUP: 1 #UTIL: 1307
311  #SUP: 13 #UTIL: 8600
311 926 223 360 240  #SUP: 1 #UTIL: 3142
262  #SUP: 11 #UTIL: 4553
262 479  #SUP: 2 #UTIL: 2228
262 479 59  #SUP: 1 #UTIL: 1408
262 651  #SUP: 2 #UTIL: 1417
262 651 628 1221 1111  #SUP: 1 #UTIL: 1960
262 651 1055 1334 1078 258  #SUP: 1 #UTIL: 2830
262 1078  #SUP: 2 #UTIL: 1624
131  #SUP: 12 #UTIL: 9120
131 1040  #SUP: 2 #UTIL: 2364
131 1040 514 524  #SUP: 1 #UTIL: 2487
516  #SUP: 13 #UTIL: 7770
516 163 766 1265  #SUP: 1 #UTIL: 1837
516 1145  #SUP: 1 #UTIL: 1026
516 1331 29  #SUP: 1 #UTIL: 2185
516 1092  #SUP: 2 #UTIL: 2776
214  #SUP: 12 #UTIL: 9306
214 896  #SUP: 1 #UTIL: 1367
214 324  #SUP: 2 #UTIL: 1719
214 263  #SUP: 1 #UTIL: 1704
777  #SUP: 10 #UTIL: 10416
777 1139 307 983 1135  #SUP: 1 #UTIL: 2880
4  #SUP: 9 #UTIL: 9464
974  #SUP: 15 #UTIL: 3950
974 758  #SUP: 2 #UTIL: 2944
1480  #SUP: 11 #UTIL: 4896
1480 239 788 1391 1141 871 1553  #SUP: 1 #UTIL: 3747
1429  #SUP: 11 #UTIL: 8880
1429 586  #SUP: 1 #UTIL: 1386
656  #SUP: 12 #UTIL: 13475
656 23 279 766  #SUP: 1 #UTIL: 1746
656 1332 1126  #SUP: 1 #UTIL: 1207
656 13  #SUP: 2 #UTIL: 4815
656 107  #SUP: 2 #UTIL: 3011
656 107 845 739 1349 1422 596  #SUP: 1 #UTIL: 3511
656 995  #SUP: 2 #UTIL: 2114
1313  #SUP: 11 #UTIL: 12152
1313 976  #SUP: 1 #UTIL: 1018
1313 970  #SUP: 1 #UTIL: 2812
842  #SUP: 12 #UTIL: 13120
842 160  #SUP: 1 #UTIL: 2132
842 880  #SUP: 1 #UTIL: 2375
618  #SUP: 13 #UTIL: 5600
1284  #SUP: 10 #UTIL: 8262
1284 1527 202 425  #SUP: 1 #UTIL: 3051
775  #SUP: 12 #UTIL: 3610
775 88 72 159  #SUP: 1 #UTIL: 1868
239  #SUP: 10 #UTIL: 6851
1438  #SUP: 13 #UTIL: 5754
1438 939  #SUP: 2 #UTIL: 1379
619  #SUP: 14 #UTIL: 10575
619 652 669  #SUP: 1 #UTIL: 1144
896  #SUP: 15 #UTIL: 14199
896 713 759 1262  #SUP: 1 #UTIL: 3784
896 586  #SUP: 1 #UTIL: 962
1424  #SUP: 9 #UTIL: 10948
1424 349  #SUP: 1 #UTIL: 1718
473  #SUP: 17 #UTIL: 3723
473 1349  #SUP: 1 #UTIL: 799
473 1515  #SUP: 1 #UTIL: 659
776  #SUP: 13 #UTIL: 16338
776 1258 799  #SUP: 1 #UTIL: 2770
776 93  #SUP: 1 #UTIL: 1844
1303  #SUP: 14 #UTIL: 3332
1303 62  #SUP: 1 #UTIL: 1732
288  #SUP: 12 #UTIL: 10582
288 1420  #SUP: 2 #UTIL: 2754
288 943  #SUP: 2 #UTIL: 2912
288 1037 538  #SUP: 1 #UTIL: 1497
406  #SUP: 13 #UTIL: 7051
406 223  #SUP: 2 #UTIL: 3700
406 1115  #SUP: 1 #UTIL: 1078
406 755  #SUP: 2 #UTIL: 2936
519  #SUP: 12 #UTIL: 12606
519 273 70  #SUP: 1 #UTIL: 1994
519 725 1035 309  #SUP: 1 #UTIL: 2379
519 935  #SUP: 2 #UTIL: 3870
808  #SUP: 13 #UTIL: 5282
808 1124 1295 199  #SUP: 1 #UTIL: 1878
1101  #SUP: 11 #UTIL: 9432
1101 292 525  #SUP: 2 #UTIL: 5019
1209  #SUP: 12 #UTIL: 10530
1209 713 453  #SUP: 1 #UTIL: 2432
251  #SUP: 12 #UTIL: 9272
1079  #SUP: 12 #UTIL: 7072
1079 1534 979 1501  #SUP: 1 #UTIL: 2757
892  #SUP: 10 #UTIL: 8463
138  #SUP: 11 #UTIL: 9180
1235  #SUP: 11 #UTIL: 4409
1235 292  #SUP: 2 #UTIL: 1775
1235 1085 669 945  #SUP: 1 #UTIL: 2172
183  #SUP: 9 #UTIL: 7230
287  #SUP: 12 #UTIL: 4992
287 237  #SUP: 2 #UTIL: 1696
287 770  #SUP: 1 #UTIL: 1017
290  #SUP: 12 #UTIL: 6284
290 817 1445  #SUP: 1 #UTIL: 1235
290 646  #SUP: 2 #UTIL: 2255
290 905  #SUP: 1 #UTIL: 1039
1506  #SUP: 10 #UTIL: 9604
190  #SUP: 14 #UTIL: 14960
190 939  #SUP: 2 #UTIL: 2150
190 939 440  #SUP: 1 #UTIL: 1462
190 1305  #SUP: 2 #UTIL: 2642
190 1531  #SUP: 2 #UTIL: 1802
190 223 240  #SUP: 1 #UTIL: 1877
678  #SUP: 10 #UTIL: 12546
678 588  #SUP: 1 #UTIL: 1569
292  #SUP: 10 #UTIL: 5611
292 76  #SUP: 2 #UTIL: 2269
292 525  #SUP: 3 #UTIL: 5049
653  #SUP: 11 #UTIL: 10286
653 637  #SUP: 2 #UTIL: 2184
653 637 603  #SUP: 1 #UTIL: 1183
534  #SUP: 12 #UTIL: 11491
534 911  #SUP: 1 #UTIL: 1605
128  #SUP: 15 #UTIL: 2279
128 517 943 537 1446 920  #SUP: 1 #UTIL: 3045
128 51  #SUP: 2 #UTIL: 1694
128 139 655  #SUP: 1 #UTIL: 1746
1323  #SUP: 10 #UTIL: 8232
63  #SUP: 14 #UTIL: 12390
63 1145 722 845  #SUP: 1 #UTIL: 3086
600  #SUP: 15 #UTIL: 9471
600 371 977 1486  #SUP: 1 #UTIL: 1731
600 543 1376 1219  #SUP: 1 #UTIL: 2561
600 1376  #SUP: 2 #UTIL: 1995
1044  #SUP: 13 #UTIL: 5080
1044 1106  #SUP: 1 #UTIL: 279
1044 1388  #SUP: 2 #UTIL: 1987
1044 1300  #SUP: 1 #UTIL: 942
1139  #SUP: 12 #UTIL: 10868
324  #SUP: 14 #UTIL: 7289
324 783  #SUP: 2 #UTIL: 2861
324 783 873  #SUP: 1 #UTIL: 1802
324 740  #SUP: 1 #UTIL: 985
324 74  #SUP: 1 #UTIL: 1102
886  #SUP: 12 #UTIL: 11818
886 564 1053  #SUP: 1 #UTIL: 1937
886 849  #SUP: 1 #UTIL: 1428
285  #SUP: 13 #UTIL: 7626
285 943 601  #SUP: 1 #UTIL: 2151
285 35  #SUP: 1 #UTIL: 1000
1106  #SUP: 13 #UTIL: 6073
926  #SUP: 16 #UTIL: 2856
926 277 710  #SUP: 1 #UTIL: 472
926 1421 643 666  #SUP: 1 #UTIL: 2168
926 1369 40  #SUP: 1 #UTIL: 1380
25  #SUP: 11 #UTIL: 5735
37  #SUP: 12 #UTIL: 6038
455  #SUP: 12 #UTIL: 7224
455 462 1477 817  #SUP: 1 #UTIL: 2944
1019  #SUP: 11 #UTIL: 13464
1019 936 826  #SUP: 1 #UTIL: 3340
1019 1229  #SUP: 1 #UTIL: 1512
1321  #SUP: 10 #UTIL: 6723
1552  #SUP: 12 #UTIL: 9720
1552 444 294  #SUP: 1 #UTIL: 1724
874  #SUP: 14 #UTIL: 7146
874 1319  #SUP: 2 #UTIL: 1952
874 1040 552  #SUP: 1 #UTIL: 1224
874 645  #SUP: 1 #UTIL: 1472
874 784  #SUP: 1 #UTIL: 580
1047  #SUP: 11 #UTIL: 11951
1047 1517  #SUP: 1 #UTIL: 1407
1047 893 244 611  #SUP: 1 #UTIL: 2307
495  #SUP: 14 #UTIL: 5265
495 1071  #SUP: 1 #UTIL: 996
495 872  #SUP: 1 #UTIL: 990
23  #SUP: 11 #UTIL: 5600
163  #SUP: 12 #UTIL: 9282
163 213  #SUP: 1 #UTIL: 1176
163 250 866 180  #SUP: 1 #UTIL: 2926
163 174 690  #SUP: 1 #UTIL: 1659
1443  #SUP: 11 #UTIL: 7378
1318  #SUP: 12 #UTIL: 3255
1318 397 1085  #SUP: 1 #UTIL: 1039
1318 36  #SUP: 1 #UTIL: 819
641  #SUP: 10 #UTIL: 11144
976  #SUP: 14 #UTIL: 5148
976 760 560 1286 770  #SUP: 1 #UTIL: 2094
976 947 61  #SUP: 1 #UTIL: 768
695  #SUP: 13 #UTIL: 14432
695 1288 1371 1178  #SUP: 1 #UTIL: 4108
695 399  #SUP: 1 #UTIL: 965
228  #SUP: 12 #UTIL: 3198
228 1557  #SUP: 2 #UTIL: 1414
675  #SUP: 10 #UTIL: 10770
675 1491  #SUP: 2 #UTIL: 3444
675 765  #SUP: 1 #UTIL: 1653
358  #SUP: 11 #UTIL: 13125
358 1527 761 1523 784  #SUP: 1 #UTIL: 3486
1294  #SUP: 14 #UTIL: 7052
1294 1483  #SUP: 1 #UTIL: 1196
1294 356 1238  #SUP: 1 #UTIL: 2048
1294 52  #SUP: 2 #UTIL: 2379
1256  #SUP: 13 #UTIL: 4270
1256 546  #SUP: 1 #UTIL: 922
1256 713 1319  #SUP: 1 #UTIL: 1908
1256 1062  #SUP: 2 #UTIL: 2276
1130  #SUP: 13 #UTIL: 6665
1130 142  #SUP: 2 #UTIL: 2398
483  #SUP: 11 #UTIL: 7177
483 766 1476  #SUP: 1 #UTIL: 1087
483 755  #SUP: 2 #UTIL: 2952
1491  #SUP: 12 #UTIL: 9030
917  #SUP: 10 #UTIL: 3360
917 268  #SUP: 2 #UTIL: 1598
397  #SUP: 13 #UTIL: 4995
397 840  #SUP: 1 #UTIL: 816
397 846 187 696  #SUP: 1 #UTIL: 2040
397 553  #SUP: 1 #UTIL: 787
1103  #SUP: 15 #UTIL: 4478
1103 1346  #SUP: 2 #UTIL: 1399
1103 1346 244 21 598  #SUP: 1 #UTIL: 1004
1103 1509 1266  #SUP: 1 #UTIL: 1593
1103 853 481 1203 1230 514 597  #SUP: 1 #UTIL: 4493
982  #SUP: 10 #UTIL: 9216
982 1215 196 1311 866  #SUP: 1 #UTIL: 4406
982 560 1015 460  #SUP: 1 #UTIL: 2956
787  #SUP: 13 #UTIL: 5662
787 1010  #SUP: 2 #UTIL: 2749
1206  #SUP: 10 #UTIL: 12004
1206 1395  #SUP: 1 #UTIL: 1866
458  #SUP: 12 #UTIL: 6150
458 652 1140  #SUP: 1 #UTIL: 1613
184  #SUP: 10 #UTIL: 9855
184 693  #SUP: 2 #UTIL: 3573
184 500  #SUP: 1 #UTIL: 1744
1054  #SUP: 11 #UTIL: 6068
1099  #SUP: 12 #UTIL: 13932
1099 910 41 850 1016  #SUP: 1 #UTIL: 3623
1099 1155  #SUP: 1 #UTIL: 2372
1099 1492 337  #SUP: 1 #UTIL: 1501
1253  #SUP: 13 #UTIL: 7182
1253 155 768 837 244 531 32  #SUP: 1 #UTIL: 4379
1253 837  #SUP: 2 #UTIL: 2502
1253 837 1149 633  #SUP: 1 #UTIL: 1901
1253 633  #SUP: 2 #UTIL: 1886
1447  #SUP: 10 #UTIL: 9176
1505  #SUP: 11 #UTIL: 9350
1505 1234  #SUP: 1 #UTIL: 1324
1346  #SUP: 13 #UTIL: 10105
1346 437  #SUP: 1 #UTIL: 1334
46  #SUP: 12 #UTIL: 11008
46 1533 662  #SUP: 1 #UTIL: 2222
46 828  #SUP: 1 #UTIL: 1548
965  #SUP: 12 #UTIL: 5661
965 143  #SUP: 1 #UTIL: 1197
965 1198  #SUP: 2 #UTIL: 3472
591  #SUP: 13 #UTIL: 4797
591 1300  #SUP: 1 #UTIL: 668
521  #SUP: 13 #UTIL: 14155
521 987 1420 644 1064  #SUP: 1 #UTIL: 3084
521 565  #SUP: 1 #UTIL: 1994
578  #SUP: 11 #UTIL: 8244
578 362  #SUP: 1 #UTIL: 1252
578 1420  #SUP: 2 #UTIL: 2239
578 1420 201 1503  #SUP: 1 #UTIL: 2815
578 279 156 56  #SUP: 1 #UTIL: 2177
1145  #SUP: 13 #UTIL: 6594
1331  #SUP: 10 #UTIL: 9316
1331 29  #SUP: 2 #UTIL: 3082
1301  #SUP: 13 #UTIL: 3666
1301 353 669  #SUP: 1 #UTIL: 1724
1301 1230  #SUP: 1 #UTIL: 684
1342  #SUP: 10 #UTIL: 11936
1342 1025 1471 389 156  #SUP: 1 #UTIL: 2899
1144  #SUP: 14 #UTIL: 3991
1144 961  #SUP: 2 #UTIL: 949
31  #SUP: 12 #UTIL: 6200
31 1119  #SUP: 1 #UTIL: 1888
265  #SUP: 8 #UTIL: 9025
1215  #SUP: 10 #UTIL: 5402
936  #SUP: 11 #UTIL: 10842
936 899  #SUP: 1 #UTIL: 1602
673  #SUP: 14 #UTIL: 11782
673 1466 97  #SUP: 1 #UTIL: 1598
673 935  #SUP: 2 #UTIL: 2490
673 983 257  #SUP: 1 #UTIL: 1448
673 257  #SUP: 2 #UTIL: 2236
310  #SUP: 13 #UTIL: 3339
310 543  #SUP: 2 #UTIL: 1035
310 327 1013  #SUP: 2 #UTIL: 1821
622  #SUP: 12 #UTIL: 2916
622 939  #SUP: 2 #UTIL: 895
1192  #SUP: 11 #UTIL: 3724
479  #SUP: 13 #UTIL: 8385
677  #SUP: 11 #UTIL: 9768
233  #SUP: 11 #UTIL: 9102
233 722 40  #SUP: 1 #UTIL: 1502
273  #SUP: 13 #UTIL: 8284
273 546 1488  #SUP: 1 #UTIL: 2468
273 223 257  #SUP: 1 #UTIL: 1823
273 1349  #SUP: 1 #UTIL: 1234
273 1449  #SUP: 1 #UTIL: 305
10  #SUP: 12 #UTIL: 5538
10 1058  #SUP: 2 #UTIL: 3067
1025  #SUP: 12 #UTIL: 5213
1025 1055 139  #SUP: 1 #UTIL: 1619
904  #SUP: 14 #UTIL: 6600
904 155 215  #SUP: 1 #UTIL: 1601
904 1030 398 315 282 654  #SUP: 1 #UTIL: 2542
904 537 814 354  #SUP: 1 #UTIL: 2214
904 461 244 41  #SUP: 1 #UTIL: 2193
437  #SUP: 10 #UTIL: 5910
1191  #SUP: 10 #UTIL: 5670
1191 638  #SUP: 2 #UTIL: 3254
551  #SUP: 10 #UTIL: 11235
517  #SUP: 10 #UTIL: 9516
517 307 523 966 817  #SUP: 1 #UTIL: 3382
546  #SUP: 13 #UTIL: 10842
546 336 1062 752  #SUP: 1 #UTIL: 1515
546 709 1501  #SUP: 1 #UTIL: 1287
431  #SUP: 13 #UTIL: 3456
431 1090  #SUP: 2 #UTIL: 2081
1332  #SUP: 14 #UTIL: 2960
1332 1133 1549 929 1445  #SUP: 1 #UTIL: 1504
1332 805 450 244  #SUP: 1 #UTIL: 2336
1288  #SUP: 13 #UTIL: 4689
1288 1072  #SUP: 2 #UTIL: 1859
1231  #SUP: 10 #UTIL: 11130
1231 1298  #SUP: 2 #UTIL: 3028
229  #SUP: 11 #UTIL: 8697
229 279  #SUP: 1 #UTIL: 2243
229 651  #SUP: 1 #UTIL: 1132
725  #SUP: 14 #UTIL: 6407
725 280 630  #SUP: 1 #UTIL: 1220
725 1201  #SUP: 1 #UTIL: 1458
1467  #SUP: 10 #UTIL: 12416
783  #SUP: 13 #UTIL: 10127
783 1072 523 107 983 706  #SUP: 1 #UTIL: 4114
783 1326  #SUP: 1 #UTIL: 1254
783 1492 500  #SUP: 1 #UTIL: 1824
783 573  #SUP: 2 #UTIL: 3516
1119  #SUP: 14 #UTIL: 13314
1119 1229 1062 1312  #SUP: 1 #UTIL: 2197
1119 699  #SUP: 2 #UTIL: 3213
620  #SUP: 13 #UTIL: 3431
1517  #SUP: 13 #UTIL: 2081
1517 115  #SUP: 2 #UTIL: 490
1517 791  #SUP: 2 #UTIL: 1695
1537  #SUP: 10 #UTIL: 8463
1471  #SUP: 9 #UTIL: 4185
155  #SUP: 12 #UTIL: 13335
155 215  #SUP: 2 #UTIL: 3141
155 977  #SUP: 1 #UTIL: 914
58  #SUP: 11 #UTIL: 8778
58 185  #SUP: 2 #UTIL: 1612
58 185 1057 158 1027 694 994  #SUP: 1 #UTIL: 3746
58 145 761 74  #SUP: 1 #UTIL: 2424
439  #SUP: 10 #UTIL: 10850
439 1148  #SUP: 1 #UTIL: 1776
1509  #SUP: 12 #UTIL: 11026
1509 1319 527  #SUP: 1 #UTIL: 2410
143  #SUP: 12 #UTIL: 8118
585  #SUP: 12 #UTIL: 9374
585 363  #SUP: 1 #UTIL: 1600
1229  #SUP: 13 #UTIL: 5070
1229 769 746  #SUP: 1 #UTIL: 2009
1229 87  #SUP: 2 #UTIL: 1184
1229 1312  #SUP: 2 #UTIL: 1851
1030  #SUP: 12 #UTIL: 10560
513  #SUP: 10 #UTIL: 1792
740  #SUP: 10 #UTIL: 6501
722  #SUP: 10 #UTIL: 8773
1156  #SUP: 13 #UTIL: 6916
1156 68  #SUP: 2 #UTIL: 3584
1156 440  #SUP: 2 #UTIL: 1378
853  #SUP: 13 #UTIL: 12804
853 942 393 1535  #SUP: 1 #UTIL: 2276
853 1015  #SUP: 1 #UTIL: 1602
853 1379 291  #SUP: 1 #UTIL: 2048
853 670 1219  #SUP: 1 #UTIL: 2409
939  #SUP: 14 #UTIL: 3010
939 523 733 723 1249  #SUP: 1 #UTIL: 1959
939 347 829  #SUP: 1 #UTIL: 1221
462  #SUP: 10 #UTIL: 7208
462 1477  #SUP: 2 #UTIL: 3258
384  #SUP: 12 #UTIL: 1890
384 900 374 1549  #SUP: 1 #UTIL: 1508
384 1549  #SUP: 2 #UTIL: 932
942  #SUP: 12 #UTIL: 7722
248  #SUP: 13 #UTIL: 2838
248 238 764  #SUP: 1 #UTIL: 1992
248 764  #SUP: 2 #UTIL: 3564
142  #SUP: 11 #UTIL: 9044
1198  #SUP: 10 #UTIL: 10975
1198 243  #SUP: 1 #UTIL: 1319
542  #SUP: 13 #UTIL: 5889
959  #SUP: 11 #UTIL: 5100
959 1520  #SUP: 2 #UTIL: 2517
1365  #SUP: 11 #UTIL: 1590
504  #SUP: 12 #UTIL: 6992
504 177 793  #SUP: 1 #UTIL: 1620
29  #SUP: 11 #UTIL: 5518
928  #SUP: 11 #UTIL: 5115
928 1305 286 972 955 256  #SUP: 1 #UTIL: 3340
928 159  #SUP: 1 #UTIL: 1179
1527  #SUP: 10 #UTIL: 9688
1133  #SUP: 12 #UTIL: 5698
1133 523 1062 47 746 291 1100  #SUP: 1 #UTIL: 4679
1428  #SUP: 11 #UTIL: 11966
1428 985 99  #SUP: 1 #UTIL: 930
1428 353  #SUP: 1 #UTIL: 1943
1428 1551  #SUP: 1 #UTIL: 1506
336  #SUP: 12 #UTIL: 3785
336 768 413  #SUP: 1 #UTIL: 1681
1168  #SUP: 11 #UTIL: 12988
1168 13  #SUP: 1 #UTIL: 1559
318  #SUP: 9 #UTIL: 6175
293  #SUP: 12 #UTIL: 5600
157  #SUP: 11 #UTIL: 8555
157 1122  #SUP: 2 #UTIL: 1919
157 1122 47 1559  #SUP: 1 #UTIL: 1024
157 616 706  #SUP: 1 #UTIL: 2455
157 203 707  #SUP: 1 #UTIL: 1698
141  #SUP: 11 #UTIL: 13362
141 91  #SUP: 1 #UTIL: 2644
389  #SUP: 15 #UTIL: 8771
389 1531  #SUP: 1 #UTIL: 639
389 1498  #SUP: 1 #UTIL: 1175
659  #SUP: 12 #UTIL: 12519
659 1401 636 253  #SUP: 1 #UTIL: 1987
342  #SUP: 13 #UTIL: 5400
342 202 912 1477 1434  #SUP: 1 #UTIL: 2391
342 192  #SUP: 1 #UTIL: 1058
559  #SUP: 11 #UTIL: 13983
1017  #SUP: 10 #UTIL: 10115
1017 202  #SUP: 1 #UTIL: 1025
68  #SUP: 11 #UTIL: 12104
1058  #SUP: 10 #UTIL: 8272
612  #SUP: 10 #UTIL: 7378
612 1122  #SUP: 1 #UTIL: 698
612 1034  #SUP: 2 #UTIL: 3703
160  #SUP: 11 #UTIL: 7668
1325  #SUP: 12 #UTIL: 4862
1325 1069  #SUP: 1 #UTIL: 600
1325 616  #SUP: 1 #UTIL: 695
615  #SUP: 11 #UTIL: 4725
615 931 688  #SUP: 1 #UTIL: 1774
457  #SUP: 10 #UTIL: 6095
1533  #SUP: 10 #UTIL: 7250
1305  #SUP: 13 #UTIL: 1988
1305 972  #SUP: 2 #UTIL: 1399
763  #SUP: 11 #UTIL: 8921
1531  #SUP: 16 #UTIL: 2448
1531 805 1221 601  #SUP: 1 #UTIL: 2103
1531 981  #SUP: 2 #UTIL: 1322
1534  #SUP: 12 #UTIL: 10842
1534 1344 552  #SUP: 1 #UTIL: 2163
362  #SUP: 13 #UTIL: 16674
362 396 412  #SUP: 1 #UTIL: 2179
362 113  #SUP: 1 #UTIL: 2046
1248  #SUP: 11 #UTIL: 12653
1248 788 765  #SUP: 1 #UTIL: 2515
1026  #SUP: 11 #UTIL: 7242
1309  #SUP: 10 #UTIL: 10034
713  #SUP: 11 #UTIL: 13840
713 523 463 1212  #SUP: 1 #UTIL: 2381
64  #SUP: 11 #UTIL: 5313
1353  #SUP: 11 #UTIL: 8064
1353 897  #SUP: 1 #UTIL: 610
1353 1016  #SUP: 1 #UTIL: 1023
1085  #SUP: 12 #UTIL: 7168
544  #SUP: 11 #UTIL: 10915
544 178  #SUP: 2 #UTIL: 2996
544 1486  #SUP: 1 #UTIL: 1419
277  #SUP: 12 #UTIL: 9881
563  #SUP: 14 #UTIL: 6216
563 280  #SUP: 2 #UTIL: 1564
196  #SUP: 11 #UTIL: 8645
790  #SUP: 13 #UTIL: 3157
790 307  #SUP: 1 #UTIL: 829
790 107  #SUP: 1 #UTIL: 593
402  #SUP: 15 #UTIL: 4851
402 897  #SUP: 1 #UTIL: 387
402 636 1105  #SUP: 1 #UTIL: 1871
402 972  #SUP: 1 #UTIL: 894
402 1111  #SUP: 1 #UTIL: 381
402 165  #SUP: 2 #UTIL: 2076
375  #SUP: 13 #UTIL: 8931
375 1074  #SUP: 2 #UTIL: 3168
375 1151  #SUP: 1 #UTIL: 582
185  #SUP: 15 #UTIL: 2669
595  #SUP: 12 #UTIL: 5254
145  #SUP: 12 #UTIL: 8172
145 1393  #SUP: 2 #UTIL: 2245
145 195  #SUP: 1 #UTIL: 1212
906  #SUP: 15 #UTIL: 3150
906 7  #SUP: 2 #UTIL: 1881
906 1243  #SUP: 1 #UTIL: 425
906 1515  #SUP: 2 #UTIL: 928
533  #SUP: 11 #UTIL: 8228
533 207  #SUP: 2 #UTIL: 2196
423  #SUP: 13 #UTIL: 5733
423 1405  #SUP: 2 #UTIL: 1474
423 573  #SUP: 2 #UTIL: 2916
307  #SUP: 17 #UTIL: 7400
307 662  #SUP: 1 #UTIL: 903
307 158  #SUP: 1 #UTIL: 1076
307 1262  #SUP: 1 #UTIL: 523
371  #SUP: 13 #UTIL: 2838
371 1486  #SUP: 2 #UTIL: 1886
1170  #SUP: 10 #UTIL: 8745
1170 1181  #SUP: 1 #UTIL: 1326
202  #SUP: 11 #UTIL: 5364
398  #SUP: 14 #UTIL: 3200
398 1341  #SUP: 1 #UTIL: 1275
398 354  #SUP: 2 #UTIL: 1910
398 1307  #SUP: 1 #UTIL: 556
854  #SUP: 15 #UTIL: 7040
854 178 661 771  #SUP: 1 #UTIL: 2162
854 621 444  #SUP: 2 #UTIL: 4146
854 931 1286  #SUP: 1 #UTIL: 1220
854 62 38  #SUP: 1 #UTIL: 2561
854 648 438 1164  #SUP: 1 #UTIL: 1752
1258  #SUP: 10 #UTIL: 1891
42  #SUP: 10 #UTIL: 9306
987  #SUP: 10 #UTIL: 9065
658  #SUP: 9 #UTIL: 6964
658 1147 981  #SUP: 1 #UTIL: 2021
761  #SUP: 12 #UTIL: 6792
761 345  #SUP: 1 #UTIL: 931
95  #SUP: 12 #UTIL: 5548
95 345  #SUP: 1 #UTIL: 925
95 755  #SUP: 2 #UTIL: 2962
95 78  #SUP: 1 #UTIL: 1095
760  #SUP: 12 #UTIL: 6919
760 943 1376 1020  #SUP: 1 #UTIL: 989
657  #SUP: 12 #UTIL: 7632
657 1466 75 158 1040 1523  #SUP: 1 #UTIL: 2538
657 953 331 1246 374  #SUP: 1 #UTIL: 2654
657 374  #SUP: 2 #UTIL: 2527
637  #SUP: 12 #UTIL: 2924
115  #SUP: 12 #UTIL: 2210
115 119  #SUP: 2 #UTIL: 1823
662  #SUP: 11 #UTIL: 7585
662 13  #SUP: 2 #UTIL: 3695
662 413 579  #SUP: 1 #UTIL: 1839
662 579  #SUP: 2 #UTIL: 1878
698  #SUP: 11 #UTIL: 9320
698 282  #SUP: 2 #UTIL: 2515
1074  #SUP: 13 #UTIL: 11894
1420  #SUP: 11 #UTIL: 5709
1420 644  #SUP: 2 #UTIL: 1560
146  #SUP: 9 #UTIL: 8426
1421  #SUP: 11 #UTIL: 7952
1421 1498  #SUP: 1 #UTIL: 1311
207  #SUP: 11 #UTIL: 3968
207 257  #SUP: 1 #UTIL: 407
843  #SUP: 10 #UTIL: 10584
